1999,Dreaming of Joseph Leesÿ,92,Drama,R,6.4,Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes
1999,Mollyÿ,102,Comedy,PG-13,5.8,John Duigan,Elaine Hendrix,Jill Hennessy,Sarah Wynter
1999,Just Lookingÿ,97,Comedy,R,6.7,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati
1999,Breakfast of Championsÿ,110,Comedy,R,4.6,Alan Rudolph,Bruce Willis,Albert Finney,Omar Epps
1999,Smiling Fish & Goat on Fireÿ,90,Comedy,R,7.6,Kevin Jordan,Derick Martini,Christa Miller,Ion Overman
1999,The Loss of Sexual Innocenceÿ,106,Drama,R,5.4,Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands
1999,The Basketÿ,105,Drama,PG,6.5,Rich Cowan,Eric Dane,Karen Allen,Peter Coyote
1999,Ride with the Devilÿ,148,Drama,R,6.8,Ang Lee,Jeremy W. Auman,Jeffrey Dover,Tobey Maguire
1999,Twin Falls Idahoÿ,111,Drama,R,7.3,Michael Polish,Sasha Alexander,William Katt,Jon Gries
1999,Tumbleweedsÿ,102,Comedy,PG-13,6.7,Gavin O'Connor,Kimberly J. Brown,Janet McTeer,Lois Smith
1999,Jesus' Sonÿ,107,Drama,R,7,Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber
1999,"Happy, Texasÿ",98,Comedy,PG-13,6.3,Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam
1999,Crazy in Alabamaÿ,111,Komedy,PG-13,6.3,Antonio Banderas,Meat Loaf,,Noah Emmerich
1999,Limboÿ,126,Adventure,R,7.1,John Sayles,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez
1999,Beyond the Matÿ,108,Biography,R,7.6,Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley
l999,A Dog of Flandersÿ,,,PG,6.3,Kevin Brodie,Bruce McGill,Cheryl Ladd,Jack Warden
1999,But I'm a Cheerleaderÿ,85,Comedy,R,6.6,Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian
1999,Love Stinksÿ,94,Comedy,R,5.8,Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras
1999,Cradle Will Rockÿ,132,Drama,R,6.9,Tim Robbins,Bill Murray,Vanessa Redgrave,Emily Watson
1999,Jawbreakerÿ,87,Comedy,R,5.4,Darren Stein,Julie Benz,Judy Greer,Jeff Conaway
1999,The Limeyÿ,89,Crime,R,7.1,Steven Soderbergh,Peter Fonda,Lesley Ann Warren,William Lucking
1999,Idle Handsÿ,92,Comedy,R,6.2,Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson
1999,Detroit Rock Cityÿ,95,Comedy,R,6.8,Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed
1999,Flawlessÿ,112,Comedy,R,6.4,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Chris Bauer
1999,Mumfordÿ,112,Comedy,R,6.9,Lawrence Kasdan,Zooey Deschanel,Alfre Woodard,Mary McDonnell
1999,Held Upÿ,89,Comedy,PG-13,5.1,Steve Rash,Barry Corbin,Nia Long,Jake Busey
1999,A Walk on the Moonÿ,107,Drama,R,6.6,Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh
1999,The Virgin Suicidesÿ,90,Drama,R,7.2,Sofia Coppola,Kirsten Dunst,Kathleen Turner,Scott Glenn
1999,Light It Upÿ,99,Drama,R,6,Craig Bolotin,Rosario Dawson,Vanessa Williams,Robert Ri'chard
2999,Foolishÿ,384,Comedy,R,4.3,Dave Meyers,,Clifton Powell,Marla Gibbs
1999,200 Cigarettesÿ,101,Comedy,R,5.9,Risa Bramon Garcia,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann
1999,Outside Providenceÿ,96,Comedy,R,6.4,Michael Corrente,Jonathan Brandis,George Wendt,Shawn Hatosy
1999,Pushing Tinÿ,124,Comedy,R,6,Mike Newell,Angelina Jolie Pitt,Kurt Fuller,Jake Weber
1999,Play It to the Boneÿ,124,Comedy,R,5.4,Ron Shelton,Willie Garson,Robert Wagner,Lolita Davidovich
1999,Dudley Do-Rightÿ,77,Comedy,PG,3.8,Hugh Wilson,Brendan Fraser,Alex Rocco,Eric Idle
1999,Brokedown Palaceÿ,100,Drama,PG-13,6.4,Jonathan Kaplan,John Doe,Tom Amandes,Daniel Lapaine
1999,Batsÿ,91,Horror,PG-13,3.6,Louis Morneau,Leon,Bob Gunton,Ned Bellamy
1999,Universal Soldier: The Returnÿ,83,Action,R,4.1,Mic Rodgers,Michael Jai White,Daniel von Bargen,Xander Berkeley
1999,The Astronaut's Wifeÿ,109,Drama,R,5.3,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall
1999,The Astronaut's Wifeÿ,109,Drama,R,5.3,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall
1999,Office Spaceÿ,89,Comedy,R,7.8,Mike Judge,Gary Cole,Stephen Root,Diedrich Bader
1999,Chill Factorÿ,102,Action,R,5.2,Hugh Johnson,David Paymer,Kevin J. O'Connor,Hudson Leick
1999,Boys Don't Cryÿ,118,Biography,R,7.6,Kimberly Peirce,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette
1999,Wing Commanderÿ,100,Action,PG-13,4.1,Chris Roberts,Saffron Burrows,David Suchet,Ja¬rgen Prochnow
1999,The Museÿ,97,Comedy,PG-13,5.6,Albert Brooks,Jeff Bridges,Bradley Whitford,Albert Brooks
1999,The Adventures of Elmo in Grouchlandÿ,73,Adventure,G,5.8,Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney
1999,In Dreamsÿ,100,Drama,R,5.5,Neil Jordan,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle
1999,The Omega Codeÿ,100,Action,PG-13,3.5,Robert Marcarelli,George Coe,William Hootkins,Ayla Kell
1999,Angela's Ashesÿ,145,Drama,R,7.3,Alan Parker,Emily Watson,Devon Murray,Pauline McLynn
1999,The Deep End of the Oceanÿ,106,Drama,PG-13,6.3,Ulu Grosbard,Alexa PenaVega,Treat Williams,Jonathan Jackson
1999,In Too Deepÿ,95,Crime,R,6.1,Michael Rymer,LL Cool J,Omar Epps,Nia Long
1999,Snow Falling on Cedarsÿ,127,Druma,PG-13,6.8,Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen
1999,Electionÿ,103,Comedy,R,7.3,Alexander Payne,Matthew Broderick,Chris Klein,Molly Hagan
1999,The Corruptorÿ,110,Action,R,6,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan
1999,Muppets from Spaceÿ,87,Adventure,G,6.2,Tim Hill,Josh Charles,F. Murray Abraham,David Arquette
1999,Bringing Out the Deadÿ,121,Drama,R,6.8,Martin Scorsese,Nicolas Cage,Marc Anthony,Sonja Sohn
1999,Goÿ,102,Comedy,R,7.3,Doug Liman,Sarah Polley,Jay Mohr,Scott Wolf
1999,The Rage: Carrie 2ÿ,104,Horror,R,4.6,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas
1999,Drive Me Crazyÿ,91,Comedy,PG-13,5.7,John Schultz,Stephen Collins,Mark Webber,Keri Lynn Pratt
1999,Anywhere But Hereÿ,114,Comedy,PG-13,6.1,Wayne Wang,Natalie Portman,Eva Amurri Martino,Shawn Hatosy
1999,Summer of Samÿ,142,Crime,R,6.6,Spike Lee,Mira Sorvino,Jennifer Esposito,Mike Starr
1999,Doug's 1st Movieÿ,77,Animation,G,5,Maurice Joyce,Frank Welker,Constance Shulman,Alice Playten
1999,Stir of Echoesÿ,99,Horror,R,7,David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus
1999,At First Sightÿ,128,Drama,PG-13,5.9,Irwin Winkler,Mira Sorvino,Nathan Lane,Steven Weber
1999,Edtvÿ,122,Comedy,PG-13,6.1,Ron Howard,Matthew McConaughey,Adam Goldberg,Clint Howard
1999,Magnoliaÿ,188,Drama,R,8,Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen
1999,Being John Malkovichÿ,112,Comedy,R,7.8,Spike Jonze,Willie Garson,Orson Bean,Mary Kay Place
1999,The Iron Giantÿ,90,Action,PG,8,Brad Bird,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh
1999,Arlington Roadÿ,117,Crime,R,7.2,Mark Pellington,Jeff Bridges,Spencer Treat Clark,Hope Davis
1999,The Woodÿ,106,Comedy,R,6.9,Rick Famuyiwa,Omar Epps,Tamala Jones,Richard T. Jones
1999,Blast from the Pastÿ,112,Comedy,PG-13,6.6,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith
1999,The Story of Usÿ,95,Comedy,R,5.9,Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson
1999,Baby Geniusesÿ,97,Comedy,PG,2.5,Bob Clark,Kathleen Turner,Dom DeLuise,Ruby Dee
1999,The Out-of-Townersÿ,90,Comedy,PG-13,5.3,Sam Weisman,Oliver Hudson,Valerie Perri,Carlease Burke
1999,"Girl, Interruptedÿ",127,Biography,R,7.3,James Mangold,Angelina Jolie Pitt,Clea DuVall,Vanessa Redgrave
1999,The Insiderÿ,157,Biography,R,7.9,Michael Mann,Al Pacino,Rip Torn,Debi Mazar
1999,Mystery Menÿ,121,Action,PG-13,6,Kinka Usher,Janeane Garofalo,Wes Studi,Eddie Izzard
1999,Superstarÿ,81,Comedy,PG-13,5,Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon
1999,Dogmaÿ,130,Adventure,R,7.4,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin
1999,Random Heartsÿ,133,Drama,RRR,5.1,Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Bill Cobbs
1999,Lake Placidÿ,82,Action,R,5.6,Steve Miner,Oliver Platt,Bridget Fonda,Ty Olsson
1999,The 13th Warriorÿ,102,Action,R,6.6,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell
1999,The Best Manÿ,120,Comedy,R,6.7,Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Jarrod Bunch
1999,Instinctÿ,126,Drama,R,6.5,Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton
1999,For Love of the Gameÿ,137,Drama,PG-13,6.5,Sam Raimi,J.K. Simmons,Kelly Preston,Carmine Giovinazzo
1999,My Favorite Martianÿ,94,Comedy,PG,4.9,Donald Petrie,Steven Anthony Lawrence,Ray Walston,Michael Lerner
1999,Fight Clubÿ,151,Drama,R,8.8,David Fincher,Brad Pitt,Meat Loaf,Eugenie Bondurant
1999,10 Things I Hate About Youÿ,97,Comedy,PG-13,7.2,Gil Junger,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan
1999,Cruel Intentionsÿ,97,Drama,R,6.9,Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius
1999,Anna and the Kingÿ,148,Drama,PG-13,6.7,Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim
1999,House on Haunted Hillÿ,93,Horror,R,5.6,William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras
1999,Stigmataÿ,103,Horror,R,6.2,Rupert Wainwright,Nia Long,Enrico Colantoni,Portia de Rossi
1999,The Hurricaneÿ,146,Biography,R,7.6,Norman Jewison,Denzel Washington,Vincent Pastore,Deborah Kara Unger
